0	1	2
0	5	-2
0	6	1
0	30	1
1	2	-1
1	7	2
1	31	-1
2	3	-2
2	8	-2
2	32	-2
3	4	2
3	9	-1
3	33	-2
4	5	2
4	10	-2
4	34	-1
5	11	-1
5	35	-1
6	7	-1
6	11	2
6	12	2
7	8	1
7	13	-2
8	9	1
8	14	1
9	10	-1
9	15	1
10	11	-1
10	16	-1
11	17	2
12	13	1
12	17	-1
12	18	-1
13	14	1
13	19	-1
14	15	1
14	20	-2
15	16	-1
15	21	-2
16	17	2
16	22	1
17	23	1
18	19	-1
18	23	2
18	24	-2
19	20	1
19	25	-1
20	21	-1
20	26	-1
21	22	2
21	27	-1
22	23	-2
22	28	-1
23	29	-2
24	25	2
24	29	-1
24	30	-1
25	26	-2
25	31	-2
26	27	1
26	32	1
27	28	-2
27	33	-1
28	29	1
28	34	-2
29	35	1
30	31	-1
30	35	-1
31	32	2
32	33	1
33	34	-2
34	35	2
