0	1	2
0	5	2
0	6	-1
0	30	2
1	2	1
1	7	1
1	31	-1
2	3	-1
2	8	2
2	32	-2
3	4	-2
3	9	-2
3	33	-2
4	5	2
4	10	1
4	34	-1
5	11	-1
5	35	-2
6	7	1
6	11	-1
6	12	-2
7	8	-1
7	13	-1
8	9	-1
8	14	2
9	10	-2
9	15	2
10	11	2
10	16	1
11	17	1
12	13	-1
12	17	-2
12	18	2
13	14	-2
13	19	-2
14	15	-1
14	20	-1
15	16	2
15	21	1
16	17	-1
16	22	-1
17	23	-2
18	19	-1
18	23	1
18	24	1
19	20	-1
19	25	1
20	21	-1
20	26	1
21	22	-2
21	27	-2
22	23	1
22	28	-1
23	29	1
24	25	1
24	29	-1
24	30	2
25	26	1
25	31	-2
26	27	1
26	32	1
27	28	1
27	33	1
28	29	2
28	34	1
29	35	-2
30	31	2
30	35	1
31	32	-2
32	33	-2
33	34	1
34	35	1
