0	1	2
0	13	1
0	14	-1
0	182	-2
1	2	-2
1	15	2
1	183	1
2	3	-1
2	16	-1
2	184	-1
3	4	2
3	17	-2
3	185	-2
4	5	-2
4	18	-1
4	186	-2
5	6	1
5	19	2
5	187	-2
6	7	2
6	20	-1
6	188	2
7	8	-1
7	21	1
7	189	-1
8	9	1
8	22	-1
8	190	1
9	10	-1
9	23	-1
9	191	-1
10	11	-2
10	24	1
10	192	1
11	12	2
11	25	-2
11	193	2
12	13	2
12	26	1
12	194	-1
13	27	1
13	195	2
14	15	2
14	27	2
14	28	1
15	16	2
15	29	2
16	17	2
16	30	-1
17	18	2
17	31	-2
18	19	-1
18	32	-1
19	20	1
19	33	2
20	21	1
20	34	1
21	22	1
21	35	1
22	23	-1
22	36	1
23	24	-1
23	37	2
24	25	-1
24	38	-2
25	26	-1
25	39	-1
26	27	-2
26	40	1
27	41	-2
28	29	-1
28	41	2
28	42	-2
29	30	1
29	43	2
30	31	1
30	44	2
31	32	-1
31	45	-1
32	33	-2
32	46	-1
33	34	-2
33	47	2
34	35	2
34	48	-1
35	36	-1
35	49	1
36	37	-1
36	50	-1
37	38	-1
37	51	-1
38	39	-2
38	52	2
39	40	-1
39	53	-1
40	41	2
40	54	-1
41	55	1
42	43	-1
42	55	-1
42	56	-1
43	44	1
43	57	-2
44	45	2
44	58	-1
45	46	2
45	59	-2
46	47	-2
46	60	-1
47	48	1
47	61	-2
48	49	2
48	62	-1
49	50	1
49	63	2
50	51	1
50	64	1
51	52	2
51	65	-2
52	53	-1
52	66	2
53	54	1
53	67	-1
54	55	2
54	68	-1
55	69	1
56	57	-1
56	69	-2
56	70	-1
57	58	-2
57	71	1
58	59	-1
58	72	2
59	60	-1
59	73	-1
60	61	1
60	74	-1
61	62	-2
61	75	1
62	63	-1
62	76	-2
63	64	-2
63	77	-1
64	65	-1
64	78	2
65	66	1
65	79	-1
66	67	-2
66	80	-1
67	68	-1
67	81	-1
68	69	1
68	82	2
69	83	2
70	71	-1
70	83	-2
70	84	-1
71	72	1
71	85	2
72	73	-2
72	86	1
73	74	2
73	87	1
74	75	2
74	88	1
75	76	2
75	89	-1
76	77	2
76	90	-2
77	78	1
77	91	-2
78	79	-2
78	92	1
79	80	-1
79	93	-2
80	81	1
80	94	2
81	82	1
81	95	-2
82	83	-2
82	96	2
83	97	1
84	85	-2
84	97	-2
84	98	2
85	86	-2
85	99	-1
86	87	2
86	100	2
87	88	-1
87	101	2
88	89	-1
88	102	1
89	90	-2
89	103	-2
90	91	1
90	104	1
91	92	1
91	105	-2
92	93	2
92	106	2
93	94	-1
93	107	2
94	95	1
94	108	2
95	96	1
95	109	1
96	97	-1
96	110	1
97	111	-1
98	99	-2
98	111	-1
98	112	1
99	100	-2
99	113	-2
100	101	-1
100	114	2
101	102	-1
101	115	-2
102	103	-2
102	116	-2
103	104	-2
103	117	2
104	105	2
104	118	-1
105	106	2
105	119	1
106	107	-1
106	120	-1
107	108	-2
107	121	-1
108	109	-2
108	122	-2
109	110	-2
109	123	-2
110	111	-1
110	124	1
111	125	2
112	113	-2
112	125	2
112	126	2
113	114	-1
113	127	2
114	115	-2
114	128	1
115	116	1
115	129	2
116	117	2
116	130	-2
117	118	-2
117	131	-1
118	119	-2
118	132	-2
119	120	2
119	133	-2
120	121	2
120	134	-2
121	122	1
121	135	1
122	123	-2
122	136	2
123	124	-1
123	137	-2
124	125	-1
124	138	-2
125	139	-1
126	127	1
126	139	-2
126	140	2
127	128	1
127	141	1
128	129	2
128	142	2
129	130	1
129	143	2
130	131	-1
130	144	2
131	132	-2
131	145	1
132	133	1
132	146	-2
133	134	2
133	147	1
134	135	2
134	148	-2
135	136	1
135	149	1
136	137	-1
136	150	1
137	138	-1
137	151	-1
138	139	2
138	152	1
139	153	1
140	141	-2
140	153	1
140	154	-2
141	142	-2
141	155	-2
142	143	1
142	156	1
143	144	-1
143	157	-1
144	145	-2
144	158	1
145	146	-1
145	159	-1
146	147	-1
146	160	2
147	148	1
147	161	-2
148	149	-2
148	162	-2
149	150	-1
149	163	1
150	151	1
150	164	1
151	152	-1
151	165	1
152	153	2
152	166	-1
153	167	-1
154	155	1
154	167	-1
154	168	-1
155	156	-1
155	169	1
156	157	1
156	170	2
157	158	1
157	171	-2
158	159	-2
158	172	1
159	160	-1
159	173	1
160	161	-2
160	174	-2
161	162	-1
161	175	1
162	163	-2
162	176	1
163	164	2
163	177	1
164	165	-1
164	178	2
165	166	2
165	179	1
166	167	-2
166	180	-1
167	181	-1
168	169	2
168	181	1
168	182	-1
169	170	2
169	183	2
170	171	-2
170	184	-2
171	172	1
171	185	-1
172	173	1
172	186	1
173	174	-2
173	187	1
174	175	-1
174	188	-1
175	176	2
175	189	2
176	177	-1
176	190	2
177	178	-1
177	191	-1
178	179	-2
178	192	-2
179	180	2
179	193	2
180	181	2
180	194	2
181	195	-1
182	183	1
182	195	1
183	184	-1
184	185	2
185	186	-1
186	187	-1
187	188	1
188	189	-2
189	190	-1
190	191	-2
191	192	-1
192	193	-1
193	194	2
194	195	1
