0	1	-1
0	13	-1
0	14	1
0	182	2
1	2	1
1	15	-1
1	183	-1
2	3	-2
2	16	2
2	184	1
3	4	-1
3	17	2
3	185	1
4	5	-1
4	18	-1
4	186	-1
5	6	-1
5	19	1
5	187	-2
6	7	-2
6	20	2
6	188	-1
7	8	-1
7	21	-1
7	189	-2
8	9	-1
8	22	1
8	190	-2
9	10	2
9	23	-2
9	191	-2
10	11	-2
10	24	-2
10	192	-1
11	12	1
11	25	-1
11	193	-1
12	13	1
12	26	-2
12	194	2
13	27	-2
13	195	-1
14	15	-1
14	27	-1
14	28	1
15	16	-2
15	29	-1
16	17	1
16	30	-1
17	18	1
17	31	-1
18	19	-1
18	32	1
19	20	-2
19	33	2
20	21	-1
20	34	-1
21	22	-2
21	35	-1
22	23	-1
22	36	1
23	24	-1
23	37	-1
24	25	2
24	38	1
25	26	-1
25	39	-2
26	27	-1
26	40	-2
27	41	-1
28	29	-2
28	41	-1
28	42	1
29	30	2
29	43	-1
30	31	-2
30	44	-1
31	32	1
31	45	-1
32	33	-1
32	46	-1
33	34	-1
33	47	1
34	35	2
34	48	2
35	36	-1
35	49	1
36	37	-1
36	50	1
37	38	-1
37	51	1
38	39	-2
38	52	2
39	40	2
39	53	-2
40	41	-1
40	54	-1
41	55	2
42	43	-1
42	55	1
42	56	-1
43	44	-2
43	57	1
44	45	2
44	58	1
45	46	-1
45	59	-1
46	47	-1
46	60	-1
47	48	1
47	61	-1
48	49	-1
48	62	1
49	50	1
49	63	-2
50	51	1
50	64	-2
51	52	-2
51	65	1
52	53	-1
52	66	-1
53	54	2
53	67	-2
54	55	-2
54	68	-2
55	69	-1
56	57	-1
56	69	-1
56	70	1
57	58	1
57	71	1
58	59	2
58	72	2
59	60	1
59	73	-1
60	61	1
60	74	-1
61	62	1
61	75	-1
62	63	-2
62	76	-2
63	64	-1
63	77	-1
64	65	1
64	78	-2
65	66	-2
65	79	-2
66	67	-2
66	80	2
67	68	-1
67	81	1
68	69	-2
68	82	-2
69	83	-1
70	71	2
70	83	-2
70	84	1
71	72	-1
71	85	1
72	73	2
72	86	1
73	74	2
73	87	2
74	75	-1
74	88	1
75	76	2
75	89	2
76	77	1
76	90	2
77	78	1
77	91	2
78	79	-1
78	92	1
79	80	2
79	93	-1
80	81	1
80	94	2
81	82	-1
81	95	2
82	83	1
82	96	1
83	97	1
84	85	-1
84	97	2
84	98	1
85	86	2
85	99	1
86	87	2
86	100	-2
87	88	-2
87	101	-2
88	89	-2
88	102	2
89	90	-1
89	103	-1
90	91	1
90	104	-1
91	92	-2
91	105	2
92	93	-1
92	106	2
93	94	1
93	107	2
94	95	-2
94	108	2
95	96	2
95	109	-2
96	97	-1
96	110	-2
97	111	-2
98	99	1
98	111	1
98	112	-2
99	100	1
99	113	2
100	101	-1
100	114	-2
101	102	2
101	115	-2
102	103	-1
102	116	1
103	104	2
103	117	-1
104	105	2
104	118	-2
105	106	-1
105	119	-1
106	107	2
106	120	1
107	108	2
107	121	2
108	109	-1
108	122	1
109	110	-1
109	123	2
110	111	2
110	124	2
111	125	-2
112	113	2
112	125	-2
112	126	-1
113	114	1
113	127	2
114	115	2
114	128	2
115	116	2
115	129	-1
116	117	-2
116	130	1
117	118	-1
117	131	-2
118	119	1
118	132	2
119	120	-1
119	133	2
120	121	-1
120	134	2
121	122	-1
121	135	2
122	123	1
122	136	-1
123	124	2
123	137	-1
124	125	-2
124	138	-2
125	139	-1
126	127	2
126	139	-2
126	140	2
127	128	2
127	141	-2
128	129	2
128	142	1
129	130	-2
129	143	-1
130	131	-2
130	144	1
131	132	2
131	145	-1
132	133	-1
132	146	1
133	134	1
133	147	1
134	135	2
134	148	1
135	136	-1
135	149	2
136	137	-1
136	150	-2
137	138	2
137	151	1
138	139	2
138	152	-2
139	153	1
140	141	-2
140	153	1
140	154	2
141	142	2
141	155	1
142	143	1
142	156	2
143	144	-2
143	157	-1
144	145	-1
144	158	-2
145	146	2
145	159	-1
146	147	-2
146	160	-1
147	148	-1
147	161	-1
148	149	-1
148	162	-2
149	150	-2
149	163	-2
150	151	-2
150	164	-1
151	152	2
151	165	2
152	153	-1
152	166	-2
153	167	2
154	155	1
154	167	2
154	168	-1
155	156	1
155	169	2
156	157	1
156	170	2
157	158	-2
157	171	2
158	159	1
158	172	1
159	160	-2
159	173	1
160	161	2
160	174	2
161	162	2
161	175	-1
162	163	2
162	176	2
163	164	-1
163	177	1
164	165	-1
164	178	2
165	166	-1
165	179	1
166	167	-2
166	180	-1
167	181	1
168	169	-1
168	181	2
168	182	1
169	170	-1
169	183	1
170	171	1
170	184	-1
171	172	2
171	185	-1
172	173	2
172	186	-1
173	174	2
173	187	2
174	175	-1
174	188	-2
175	176	1
175	189	2
176	177	1
176	190	1
177	178	1
177	191	1
178	179	-1
178	192	-2
179	180	-2
179	193	-2
180	181	-1
180	194	2
181	195	2
182	183	1
182	195	-2
183	184	1
184	185	-1
185	186	-1
186	187	2
187	188	1
188	189	-2
189	190	1
190	191	-1
191	192	-1
192	193	2
193	194	2
194	195	1
