0	1	2
0	13	2
0	14	1
0	182	-2
1	2	-1
1	15	-2
1	183	-1
2	3	-1
2	16	-1
2	184	-1
3	4	-1
3	17	-1
3	185	2
4	5	2
4	18	-1
4	186	-2
5	6	2
5	19	-2
5	187	1
6	7	2
6	20	2
6	188	2
7	8	1
7	21	-1
7	189	1
8	9	2
8	22	2
8	190	1
9	10	1
9	23	-1
9	191	1
10	11	-1
10	24	-1
10	192	2
11	12	2
11	25	2
11	193	-2
12	13	-1
12	26	-2
12	194	2
13	27	-2
13	195	2
14	15	1
14	27	-1
14	28	-2
15	16	1
15	29	2
16	17	1
16	30	-1
17	18	2
17	31	-1
18	19	-1
18	32	-1
19	20	1
19	33	2
20	21	1
20	34	-2
21	22	2
21	35	-2
22	23	1
22	36	-1
23	24	-1
23	37	1
24	25	-2
24	38	-1
25	26	1
25	39	-2
26	27	1
26	40	2
27	41	-2
28	29	-2
28	41	1
28	42	1
29	30	2
29	43	2
30	31	-1
30	44	1
31	32	-2
31	45	-1
32	33	-2
32	46	-2
33	34	1
33	47	1
34	35	1
34	48	1
35	36	-1
35	49	-1
36	37	2
36	50	1
37	38	-1
37	51	-2
38	39	-1
38	52	1
39	40	1
39	53	-1
40	41	1
40	54	1
41	55	1
42	43	1
42	55	1
42	56	1
43	44	1
43	57	1
44	45	-1
44	58	2
45	46	1
45	59	2
46	47	-1
46	60	1
47	48	-1
47	61	-1
48	49	1
48	62	-1
49	50	1
49	63	-2
50	51	1
50	64	-2
51	52	1
51	65	1
52	53	-1
52	66	-1
53	54	-1
53	67	1
54	55	-1
54	68	-1
55	69	-1
56	57	-1
56	69	2
56	70	-1
57	58	-2
57	71	2
58	59	-2
58	72	-2
59	60	-2
59	73	2
60	61	-2
60	74	-2
61	62	1
61	75	-1
62	63	-1
62	76	2
63	64	-1
63	77	-2
64	65	-1
64	78	-1
65	66	1
65	79	-1
66	67	-1
66	80	2
67	68	-1
67	81	2
68	69	2
68	82	-2
69	83	-2
70	71	-1
70	83	-2
70	84	1
71	72	1
71	85	-1
72	73	-1
72	86	-2
73	74	-1
73	87	2
74	75	2
74	88	1
75	76	1
75	89	-1
76	77	-1
76	90	-2
77	78	1
77	91	1
78	79	1
78	92	-1
79	80	-2
79	93	2
80	81	2
80	94	-1
81	82	2
81	95	2
82	83	-1
82	96	-1
83	97	-2
84	85	-1
84	97	-2
84	98	-2
85	86	-2
85	99	-1
86	87	1
86	100	-2
87	88	2
87	101	2
88	89	2
88	102	1
89	90	-2
89	103	-2
90	91	1
90	104	-1
91	92	1
91	105	1
92	93	-1
92	106	2
93	94	-1
93	107	-2
94	95	-1
94	108	1
95	96	1
95	109	1
96	97	2
96	110	2
97	111	-1
98	99	1
98	111	1
98	112	1
99	100	-2
99	113	-1
100	101	1
100	114	-1
101	102	-1
101	115	2
102	103	1
102	116	-2
103	104	-1
103	117	1
104	105	1
104	118	-1
105	106	2
105	119	1
106	107	-1
106	120	-2
107	108	-1
107	121	1
108	109	1
108	122	-2
109	110	1
109	123	-2
110	111	1
110	124	2
111	125	1
112	113	2
112	125	-1
112	126	-1
113	114	2
113	127	-2
114	115	-2
114	128	2
115	116	-2
115	129	1
116	117	2
116	130	2
117	118	-1
117	131	1
118	119	-2
118	132	1
119	120	1
119	133	-2
120	121	-1
120	134	1
121	122	-2
121	135	-1
122	123	2
122	136	1
123	124	2
123	137	-1
124	125	2
124	138	2
125	139	-1
126	127	-2
126	139	-1
126	140	-2
127	128	-2
127	141	2
128	129	1
128	142	2
129	130	1
129	143	2
130	131	-2
130	144	1
131	132	-2
131	145	1
132	133	-1
132	146	-2
133	134	2
133	147	1
134	135	-2
134	148	2
135	136	1
135	149	2
136	137	2
136	150	1
137	138	2
137	151	2
138	139	2
138	152	1
139	153	-1
140	141	-1
140	153	2
140	154	-2
141	142	1
141	155	-1
142	143	2
142	156	-2
143	144	-2
143	157	2
144	145	-1
144	158	2
145	146	-1
145	159	-2
146	147	-1
146	160	-2
147	148	-1
147	161	-2
148	149	1
148	162	-1
149	150	-2
149	163	2
150	151	-2
150	164	2
151	152	-1
151	165	-1
152	153	-1
152	166	-2
153	167	-2
154	155	2
154	167	1
154	168	2
155	156	-2
155	169	1
156	157	1
156	170	-1
157	158	-2
157	171	1
158	159	-2
158	172	-1
159	160	-1
159	173	-2
160	161	2
160	174	-2
161	162	2
161	175	2
162	163	1
162	176	1
163	164	-1
163	177	-2
164	165	-1
164	178	2
165	166	-1
165	179	-1
166	167	1
166	180	1
167	181	1
168	169	1
168	181	-2
168	182	1
169	170	-2
169	183	1
170	171	2
170	184	1
171	172	-2
171	185	-2
172	173	-1
172	186	-2
173	174	2
173	187	1
174	175	-2
174	188	1
175	176	-1
175	189	1
176	177	-2
176	190	-1
177	178	-1
177	191	2
178	179	-1
178	192	-2
179	180	-1
179	193	-2
180	181	1
180	194	-1
181	195	1
182	183	-1
182	195	1
183	184	2
184	185	1
185	186	-1
186	187	-1
187	188	-2
188	189	2
189	190	-2
190	191	-1
191	192	-2
192	193	1
193	194	1
194	195	1
