0	1	2
0	15	1
0	16	1
0	240	-1
1	2	-2
1	17	1
1	241	-1
2	3	1
2	18	2
2	242	2
3	4	-2
3	19	-2
3	243	2
4	5	2
4	20	-1
4	244	1
5	6	1
5	21	2
5	245	1
6	7	1
6	22	2
6	246	-2
7	8	1
7	23	2
7	247	-1
8	9	2
8	24	2
8	248	-1
9	10	-1
9	25	1
9	249	-1
10	11	1
10	26	-1
10	250	-1
11	12	-1
11	27	-2
11	251	-2
12	13	2
12	28	-1
12	252	-2
13	14	1
13	29	-1
13	253	-1
14	15	-1
14	30	-2
14	254	-2
15	31	2
15	255	-2
16	17	-1
16	31	2
16	32	1
17	18	1
17	33	1
18	19	2
18	34	-1
19	20	-1
19	35	-2
20	21	2
20	36	2
21	22	-1
21	37	1
22	23	-2
22	38	1
23	24	1
23	39	-1
24	25	-1
24	40	-1
25	26	-1
25	41	2
26	27	-1
26	42	-1
27	28	1
27	43	1
28	29	-1
28	44	-1
29	30	1
29	45	-2
30	31	-2
30	46	-1
31	47	-1
32	33	-1
32	47	1
32	48	2
33	34	1
33	49	2
34	35	1
34	50	-1
35	36	-1
35	51	1
36	37	-2
36	52	-1
37	38	1
37	53	1
38	39	1
38	54	1
39	40	-1
39	55	1
40	41	-2
40	56	-1
41	42	-2
41	57	-2
42	43	-1
42	58	-2
43	44	1
43	59	1
44	45	-1
44	60	-1
45	46	-2
45	61	1
46	47	-1
46	62	2
47	63	2
48	49	2
48	63	1
48	64	-2
49	50	-1
49	65	-1
50	51	1
50	66	1
51	52	-1
51	67	-2
52	53	-1
52	68	2
53	54	1
53	69	-1
54	55	-1
54	70	-2
55	56	1
55	71	2
56	57	1
56	72	2
57	58	1
57	73	2
58	59	-2
58	74	2
59	60	-2
59	75	1
60	61	-1
60	76	2
61	62	1
61	77	2
62	63	1
62	78	2
63	79	-2
64	65	-2
64	79	-1
64	80	2
65	66	-1
65	81	1
66	67	1
66	82	2
67	68	-1
67	83	2
68	69	1
68	84	1
69	70	-2
69	85	2
70	71	-2
70	86	1
71	72	-1
71	87	2
72	73	-1
72	88	1
73	74	-1
73	89	-1
74	75	1
74	90	2
75	76	1
75	91	-2
76	77	1
76	92	1
77	78	-1
77	93	2
78	79	-1
78	94	-1
79	95	2
80	81	1
80	95	1
80	96	2
81	82	2
81	97	1
82	83	-1
82	98	2
83	84	1
83	99	-1
84	85	-2
84	100	-1
85	86	-1
85	101	2
86	87	2
86	102	-1
87	88	2
87	103	1
88	89	-1
88	104	1
89	90	1
89	105	-2
90	91	1
90	106	-1
91	92	2
91	107	-1
92	93	-2
92	108	-2
93	94	1
93	109	-2
94	95	-2
94	110	2
95	111	2
96	97	1
96	111	-1
96	112	2
97	98	-2
97	113	-2
98	99	-1
98	114	-2
99	100	-1
99	115	-1
100	101	2
100	116	-2
101	102	-2
101	117	1
102	103	2
102	118	-2
103	104	-2
103	119	2
104	105	2
104	120	2
105	106	-2
105	121	1
106	107	-1
106	122	-1
107	108	-2
107	123	-1
108	109	-1
108	124	-1
109	110	1
109	125	1
110	111	-1
110	126	-1
111	127	-1
112	113	1
112	127	1
112	128	1
113	114	-2
113	129	-1
114	115	2
114	130	2
115	116	1
115	131	2
116	117	1
