0	1	2
0	15	-2
0	16	-1
0	240	-2
1	2	-1
1	17	-2
1	241	-2
2	3	2
2	18	2
2	242	1
3	4	-2
3	19	-1
3	243	1
4	5	1
4	20	-1
4	244	2
5	6	1
5	21	1
5	245	1
6	7	-1
6	22	1
6	246	-2
7	8	-1
7	23	2
7	247	-1
8	9	-2
8	24	-2
8	248	1
9	10	1
9	25	-1
9	249	2
10	11	-1
10	26	-1
10	250	-2
11	12	1
11	27	-1
11	251	1
12	13	1
12	28	1
12	252	2
13	14	-1
13	29	-1
13	253	1
14	15	2
14	30	-1
14	254	2
15	31	-2
15	255	-1
16	17	-1
16	31	-2
16	32	-2
17	18	-1
17	33	1
18	19	2
18	34	2
19	20	2
19	35	-1
20	21	1
20	36	2
21	22	1
21	37	-1
22	23	2
22	38	-2
23	24	-1
23	39	1
24	25	1
24	40	1
25	26	2
25	41	-2
26	27	1
26	42	1
27	28	-1
27	43	1
28	29	1
28	44	-1
29	30	-1
29	45	2
30	31	-1
30	46	2
31	47	1
32	33	-2
32	47	-1
32	48	-2
33	34	2
33	49	-1
34	35	2
34	50	2
35	36	2
35	51	1
36	37	-2
36	52	1
37	38	-1
37	53	-1
38	39	1
38	54	-1
39	40	1
39	55	1
40	41	1
40	56	-2
41	42	1
41	57	-2
42	43	-1
42	58	-2
43	44	-1
43	59	-2
44	45	-1
44	60	2
45	46	1
45	61	-2
46	47	-1
46	62	-1
47	63	-2
48	49	1
48	63	-2
48	64	2
49	50	2
49	65	1
50	51	-1
50	66	-1
51	52	2
51	67	1
52	53	-2
52	68	2
53	54	1
53	69	-1
54	55	2
54	70	-1
55	56	-1
55	71	1
56	57	-1
56	72	2
57	58	-2
57	73	-2
58	59	1
58	74	2
59	60	1
59	75	2
60	61	-1
60	76	-2
61	62	-1
61	77	-1
62	63	2
62	78	-1
63	79	-1
64	65	2
64	79	-1
64	80	-2
65	66	2
65	81	1
66	67	-1
66	82	-1
67	68	-1
67	83	-2
68	69	2
68	84	-2
69	70	-1
69	85	-2
70	71	-1
70	86	-1
71	72	1
71	87	-1
72	73	1
72	88	1
73	74	-1
73	89	-1
74	75	-1
74	90	-2
75	76	1
75	91	-1
76	77	-2
76	92	1
77	78	1
77	93	2
78	79	-1
78	94	2
79	95	1
80	81	1
80	95	1
80	96	1
81	82	2
81	97	-1
82	83	2
82	98	2
83	84	2
83	99	1
84	85	-1
84	100	-1
85	86	1
85	101	-2
86	87	1
86	102	-2
87	88	1
87	103	2
88	89	1
88	104	1
89	90	1
89	105	-1
90	91	2
90	106	1
91	92	2
91	107	-1
92	93	1
92	108	2
93	94	2
93	109	-1
94	95	1
94	110	-1
95	111	1
96	97	-1
96	111	-1
96	112	-2
97	98	1
97	113	-1
98	99	-2
98	114	1
99	100	2
99	115	1
100	101	2
100	116	1
101	102	-1
101	117	1
102	103	-2
102	118	2
103	104	-2
103	119	2
104	105	-1
104	120	-2
105	106	1
105	121	-1
106	107	-2
106	122	-1
107	108	1
107	123	1
108	109	-1
108	124	1
109	110	-2
109	125	-1
110	111	1
110	126	-1
111	127	-1
112	113	1
112	127	2
112	128	2
113	114	1
113	129	-1
114	115	2
114	130	1
115	116	1
115	131	-1
116	117	-2
116	132	1
117	118	-2
117	133	-2
118	119	1
118	134	-1
119	120	-1
119	135	-1
120	121	2
120	136	1
121	122	-2
121	137	-2
122	123	-2
122	138	-2
123	124	1
123	139	-2
124	125	-1
124	140	1
125	126	2
125	141	1
126	127	-1
126	142	1
127	143	1
128	129	-1
128	143	-2
128	144	-1
129	130	1
129	145	2
130	131	-1
130	146	-1
131	132	1
131	147	-1
132	133	-1
132	148	1
133	134	2
133	149	1
134	135	1
134	150	-2
135	136	-1
135	151	-1
136	137	-2
136	152	-2
137	138	1
137	153	2
138	139	-1
138	154	2
139	140	2
139	155	-2
140	141	2
140	156	-1
141	142	-2
141	157	-1
142	143	1
142	158	1
143	159	-1
144	145	-1
144	159	1
144	160	-2
145	146	-1
145	161	-2
146	147	1
146	162	2
147	148	2
147	163	-1
148	149	1
148	164	1
149	150	-1
149	165	1
150	151	-2
150	166	-1
151	152	1
151	167	-1
152	153	-1
152	168	-1
153	154	-1
153	169	1
154	155	-1
154	170	2
155	156	2
155	171	1
156	157	-1
156	172	-2
157	158	2
157	173	-1
158	159	1
158	174	1
159	175	2
160	161	1
160	175	2
160	176	2
161	162	-2
161	177	-2
162	163	2
162	178	-2
163	164	2
163	179	-1
164	165	-1
164	180	-1
165	166	-1
165	181	1
166	167	-1
166	182	-2
167	168	-1
167	183	-2
168	169	1
168	184	-1
169	170	2
169	185	1
170	171	-2
170	186	2
171	172	1
171	187	-1
172	173	-2
172	188	-2
173	174	2
173	189	-1
174	175	-2
174	190	2
175	191	1
176	177	1
176	191	2
176	192	1
177	178	-1
177	193	-2
178	179	-2
178	194	-1
179	180	-2
179	195	-1
180	181	-1
180	196	2
181	182	1
181	197	-2
182	183	2
182	198	-1
183	184	-1
183	199	-1
184	185	2
184	200	-1
185	186	2
185	201	-2
186	187	-1
186	202	-1
187	188	-1
187	203	1
188	189	1
188	204	1
189	190	1
189	205	-2
190	191	1
190	206	-1
191	207	1
192	193	2
192	207	-2
192	208	1
193	194	2
193	209	1
194	195	-2
194	210	-1
195	196	-1
195	211	2
196	197	-2
196	212	2
197	198	-2
197	213	-2
198	199	-2
198	214	2
199	200	1
199	215	1
200	201	-1
200	216	2
201	202	-2
201	217	2
202	203	-2
202	218	-1
203	204	1
203	219	-2
204	205	2
204	220	1
205	206	-2
205	221	-1
206	207	2
206	222	-2
207	223	-2
208	209	-1
208	223	1
208	224	2
209	210	2
209	225	-2
210	211	-1
210	226	2
211	212	1
211	227	1
212	213	-1
212	228	-2
213	214	2
213	229	2
214	215	1
214	230	2
215	216	-2
215	231	-2
216	217	1
216	232	1
217	218	-2
217	233	2
218	219	1
218	234	1
219	220	2
219	235	-2
220	221	2
220	236	1
221	222	-2
221	237	-2
222	223	-1
222	238	2
223	239	1
224	225	2
224	239	-1
224	240	-2
225	226	1
225	241	1
226	227	-2
226	242	1
227	228	1
227	243	2
228	229	-2
228	244	2
229	230	-1
229	245	-1
230	231	-1
230	246	1
231	232	-2
231	247	2
232	233	2
232	248	2
233	234	1
233	249	1
234	235	1
234	250	1
235	236	1
235	251	1
236	237	-1
236	252	-2
237	238	-1
237	253	1
238	239	-1
238	254	2
239	255	1
240	241	2
240	255	2
241	242	-2
242	243	1
243	244	2
244	245	-1
245	246	2
246	247	1
247	248	-1
248	249	-2
249	250	1
250	251	-1
251	252	-1
252	253	-2
253	254	2
254	255	2
