0	1	-2
0	9	2
0	10	-1
0	90	-2
1	2	1
1	11	-1
1	91	-2
2	3	-2
2	12	1
2	92	-1
3	4	1
3	13	2
3	93	-1
4	5	-1
4	14	2
4	94	-1
5	6	1
5	15	2
5	95	2
6	7	-2
6	16	-1
6	96	2
7	8	1
7	17	-2
7	97	2
8	9	1
8	18	-2
8	98	1
9	19	1
9	99	-1
10	11	2
10	19	-1
10	20	-1
11	12	-1
11	21	2
12	13	1
12	22	-1
13	14	1
13	23	1
14	15	2
14	24	-1
15	16	-2
15	25	1
16	17	2
16	26	-2
17	18	1
17	27	2
18	19	1
18	28	-2
19	29	2
20	21	-1
20	29	-2
20	30	-1
21	22	-2
21	31	2
22	23	1
22	32	2
23	24	1
23	33	-1
24	25	1
24	34	1
25	26	-2
25	35	-1
26	27	-2
26	36	-1
27	28	1
27	37	-1
28	29	-1
28	38	-1
29	39	-1
30	31	-2
30	39	1
30	40	1
31	32	-2
31	41	1
32	33	2
32	42	-1
33	34	1
33	43	-1
34	35	2
34	44	1
35	36	1
35	45	2
36	37	1
36	46	2
37	38	-1
37	47	1
38	39	1
38	48	-1
39	49	1
40	41	-1
40	49	-2
40	50	2
41	42	-2
41	51	-1
42	43	1
42	52	2
43	44	1
43	53	-1
44	45	1
44	54	1
45	46	-2
45	55	-1
46	47	-1
46	56	-2
47	48	-1
47	57	-2
48	49	-1
48	58	1
49	59	-1
50	51	-2
50	59	1
50	60	-1
51	52	-1
51	61	1
52	53	1
52	62	-1
53	54	-1
53	63	2
54	55	1
54	64	-1
55	56	1
55	65	1
56	57	1
56	66	1
57	58	-1
57	67	-2
58	59	-1
58	68	1
59	69	1
60	61	2
60	69	1
60	70	1
61	62	-1
61	71	1
62	63	1
62	72	2
63	64	-2
63	73	-2
64	65	1
64	74	-1
65	66	-1
65	75	-2
66	67	2
66	76	-2
67	68	-2
67	77	1
68	69	1
68	78	-1
69	79	-1
70	71	-2
70	79	2
70	80	1
71	72	1
71	81	2
72	73	2
72	82	1
73	74	-1
73	83	2
74	75	-2
74	84	2
75	76	-1
75	85	1
76	77	1
76	86	1
77	78	-1
77	87	-2
78	79	-1
78	88	2
79	89	1
80	81	-1
80	89	-2
80	90	-2
81	82	-2
81	91	1
82	83	-2
82	92	1
83	84	2
83	93	2
84	85	-2
84	94	-2
85	86	1
85	95	2
86	87	-1
86	96	-2
87	88	-1
87	97	1
88	89	1
88	98	1
89	99	1
90	91	-2
90	99	-1
91	92	-2
92	93	1
93	94	-2
94	95	-1
95	96	-1
96	97	-1
97	98	-2
98	99	-1
